Organismgrupp,TaxonId,Vetenskapligt namn (vid riskklassificeringens genomförande),Auktor,Svenskt namn,Artens status,Ursprunglig utbredning,"Riskkategori, utfall enligt GEIAA metodik",Utslagsgivande kriterier,Summering,Invasionspotential,Ekologisk effekt,Effekt av klimatförändring på invasionspotential,Effekt av klimatförändring på ekologisk effekt,"Klimatförändring, betydelse",Livsmiljö,Referenser
Kärlväxter,222142,Abies sibirica,Ledeb.,pichtagran,Främmande art,"NV Ryssland till Ö Sibirien, Kamtjatka, Tian Shan",PH,"4A,1","Pichtagran är ett barrträd som odlas ibland som prydnadsträd eller i försöksplanteringar . Arten härstammar från Ryssland och Sibirien. Säljs som storvuxen gran med ett smalt, pelarformat växtsätt. Barken är gråbrun och barren friskt gröna med ljusare undersida. Trivs bäst på en ljus plats i fuktiga, mullrika jordar. En mycket härdig gran som trivs bäst i de norra delarna av Sverige.","Pitchagranens framtida spridning bedöms vara helt beroende av plantering. Ett förändrat klimat kan innebära att arten blir mer attraktiv att använda och plantera. Det kan också innebära livskraftigare fröplantor. Arten förekommer idag endast i produktionsskog och planterad i andra artificiella miljöer. Spridning ut i naturliga miljöer har påvisats och bedöms vara liten under kommande 50 år.Erfarenhet (från AC län) är att det förekommer spridning, både fröförökning i direkt anslutning till odlade träd och på längre avstånd. Arten är betydligt mer spridd i AC län än vad de fåtaliga rapporterna säger; det finns få botanister generellt och förvildade träd och buskar är förbisedda i länet (J. Grahn pers. komm. 2025).",Troligen små förväntade effekter på svensk biologisk mångfald från pitchagran.,no,no,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]
Jonsell, B. (red.) (2000). Flora Nordica 1. Lycopodiaceae – Polygonaceae. Stockholm: The Bergius Foundation.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]"
Kärlväxter,235099,Abies veitchii,Lindl.,fujigran,Främmande art,Ursprung Japan.,PH,"4A,1","Fujigran är ett storvuxet barrträd från Japan som odlads för prydnad som kan bli över 25 m hög. Kronan har en regelbunden form. Unga kvistar är rödbruna till brungröna och barken är grå och slät. Barren är 1,5-3 cm långa, mjuka att ta på och glänsande mörkgröna på ovansidan. På undersidan av barren syns två rent vita stomatala ränder. Barren sitter borstliknande runt kvisttoppen och pekar alltid framåt. De smalt koniska kottarna är blå-lila. Graciöst barrträd med intensivt grön barrfärg som passar i parker och stora trädgårdar. Växer i alla näringsrika, väldränerade jordar som är neutrala till lätt sura.",Fujigran sprider frön som ger fröplantor. Ännu har arten inte påbörjat någon större spridning men det är troligt att den kommer att spridas mer i framtiden.,Fujigran har ingen känd ekologisk effekt föriutom konkurrens om plats.,yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]
SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]"
Kärlväxter,222013,Abutilon theophrasti,Medik.,lindmalva,Främmande art,Ursprung Centralasien till Kina.,PH,"4AB,1",Lindmalva har en världsomfattande etablering eftersom den används som fiberväxt. Den är ettårig och har kommit till Sverige som fröförorening med import av oljeväxter. Den hittas ofta kring och nedanför fågelbord samt på soptippar.,Abutilon theophrasti har introducerats i stor utsträckning i världen och odlats som en fibergröda. Arten har också introducerats av misstag genom förorening av spannmål och frön.,"Lindmalva beter sig som ogräs på störda platser och ödemarker och har blivit ett allvarligt jordbruksogräs som orsakar allvarliga ekonomiska skador på jordbruksproduktionen, särskilt majs, sojabönor och bomull. Arten är för närvarande listad som ett skadligt invasivt ogräs i USA, Kanada, Australien, Nya Zeeland, Japan, Mexiko, Bermuda, Marocko och i många länder över hela Europa (CABI 2024).",yes,yes,,Terrester,"CABI (2024). CABI Compendium. Wallingford, UK: CAB International. - Invasive Species. https://www.cabidigitallibrary.org/product/QI  [2024-04-08]
Kew Royal Botanic Gardens (red.) (2023). Plants of the World Online. https://powo.science.kew.org/  [2023-01-01]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]"
Kärlväxter,6331956,Acacia mearnsii,De Wild.,garvarakacia,Dörrknackare,,NK,"1,1","Garvarakacia är en snabbväxande kvävefixerande ärtväxt mde långlivad fröbank och som kan spridas med vatten, däggdjur och troligen även fåglar, och som dessutom sprids med rotutlöpare. Arten växer snabbt, upp till 3 meter per år och kan börja blomma och sätta frö redan efter två år men mer rikigt efter fem år sedan groning. Den kan bilda täta bestånd under ett närmast slutet trädskikt.",Arten bör inte kunna etablera sig i Sverige inom 50 år,"Listad som en av värdens 100 värsta invasiva arter. Den naturaliseras lätt och sprider sig snabbt både med frö och vegetativt, samt konkurrerar effektivt med andra arter.",,,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-10-21]
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-09-16]"
Kärlväxter,6011329,Acacia melanoxylon,R.Br.,svartvedsakacia,Dörrknackare,Ursprung: Tasmanien och sydöstra Australien,NK,"1,1",Svartvedsacacia är ett snabbväxande träd från Tasmanien och sydöstra Australien.,Arten bedöms inte kunna etablera sig i Sverige inom ett 50-årsperspektiv.,Ekologisk effekt kan inte bedömas under svenska förhållanden.,,,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]
CABI (2024). CABI Compendium. Wallingford, UK: CAB International. - Invasive Species. https://www.cabidigitallibrary.org/product/QI  [2024-04-08]
SKUD (2023). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2023-11-06]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]"
Kärlväxter,6043330,Acacia saligna,(Labill.) H.L.Wendl.,tårakacia,Dörrknackare,,NK,"1,1","Tårakacia är hög buske eller litet träd, upp till 9 meter. Den är snabbväxande, torktolerant och kvävefixerande. Reglerad i EU:s IAS-förordning.",Tårakacia bör ej konna etableras i Sverige närmaste 50 åren eftersom den kräver ett betydligt varmare klimat.,"Dokumenterat invasiv art. Bedöms i Europa som invasiv i Spanien, Portugal och Cypern. Lär knappast utgöra något hot i Sverige inom en överskådlig framtid då den kräver en årsmedeltemperatur av minst 13°C.",,,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-10-21]
Europaparlamentets och rådets förordning (EU) (2014). Nr 1143/2014 av den 22 oktober 2014 om förebyggande och hantering av introduktion och spridning av invasiva främmande arter. http://data.europa.eu/eli/reg/2014/1143/oj
CABI (2024).  Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-10-21]
SFS 2018:1939 (2018). Förordning om invasiva främmande arter. Stockholm: Klimat- och näringslivsdepartementet. http://rkrattsbaser.gov.se/sfst?bet=2018:1939"
Spindeldjur,6004672,Aceria erinea,"(Nalepa, 1891)",valnötsbucklor,Främmande art,Antas vara knuten till värdväxtens utbredning (valnöt).,PH,"4A,1","Valnötsbucklor är ett monofagt gallbildande kvalster på valnöt (Juglans regia), som är en främmande eller odlad art i Sverige.",Arten sprids lätt med vind och har stor invasionspotential. Artens expansionshastighet antas begränsas av värdväxtens expansionshastighet. Den uppskattade expansionshastigheten som använts vid riskbedömning är alltså värdväxtens expansionshastighet.,"Valnötsbucklor har ingen negativ ekologisk effekt. Arten påverkar bara sin värdväxt valnöt som är en främmande art i Sverige med självständig reproduktion i påverkade eller rent antropogena miljöer såsom ruderatmarker eller infrastrukturmiljöer. Arten verkar gå uteslutande på äkta valnöt (Juglans regia). Experimentella försök att etablera arten på andra valnötsarter (J. mandshurica, J. nigra) har inte lett till gallbildning (Coulianos & Karlsson 2014), och",yes,no,,Terrester,"Pollegioni, P., Woeste, K., Chiocchini, F., Del Lungo, S., Ciolfi, M., Olimpieri, I., Tortolano, V., Clark, J., Hemery, G.E., Mapelli, S. & Malvolti, M.E. (2017). Rethinking the history of common walnut (Juglans regia L.) in Europe: Its origins and human interactions. PloS one 12(3), e0172541–e0172541.  https://doi.org/10.1371/journal.pone.0172541
Ellis, W.N. (2024). Plant Parasites of Europe. Leafminers, galls and fungi. Plantparasieten van Europa. Bladmineerders, gallen en schimmels. https://bladmineerders.nl/
Coulianos, C.-C. & Karlsson, T. (2014). Några för Sverige nya gallbildningar samt nya landskapsfynd. Svensk Botanisk Tidskrift 108(6), 297–301.  http://www.diva-portal.org/smash/get/diva2:1203141/FULLTEXT01.pdf
Paź-Dyderska, S., Jagodziński, A.M. & Dyderski, M.K. (2021). Possible changes in spatial distribution of walnut (Juglans regia L.) in Europe under warming climate. Regional environmental change 21(1). https://doi.org/10.1007/s10113-020-01745-z"
Spindeldjur,6004643,Aceria myriadeum,"(A.Murray, 1877)",naverlönnsknottror,Främmande art,,SE,"4AB,3D","Gallbildande kvalster, monofagt på naverlönn (Acer campestre). Arten angriper löv där den orsakar små röda sfäriska gallbildningar, ofta i ganska stora samlingar.","Arten har stor invasionspotential då den sprids lätt med vind, som övriga gallkvalster. Arten påträffades första gången 1987 (Lund) och sedan 2005 (Stockholm; Coulianos & Karlsson 2014), och har sedan dess etablerats på många ställen i en stor del av södra Sverige, både på planterade träd och i förvildade naverlönnsbestånd. Arten förväntas spridas ännu fortare under pågående klimatförändring, dels för att förvildade populationer av naverlönn förväntas spridas spontant under ett varmare och fuktigare klimat, dels för att den värmegynnade naverlönnen förväntas planteras i stadsmiljöer påtagligt oftare.","Arten angriper naverlönn som har en mycket liten inhemsk population i Sverige, begränsad till en lokal i Skåne, rödlistad som CR. Den inhemska populationen är unik och viktig utifrån en genetiskt perspektiv (Wahlsteen 2021), och skulle kunna påverkas av naverlönnsknottror dels på grund av dess direkta effekt på värdväxten (reducerad kapacitet till fotosyntes, men bara vid extrema angrepp), dels på grund av eventuella (dock än så länge okända) växtvirus som skulle kunna överföras från förvildade populationer med främmande genetisk bakgrund eller planterade träd (Bragard m.fl. 2013). 
Naverlönnsknottror har ännu inte påträffats i det inhemska naverlönnsbeståndet.",yes,no,,Terrester,"Wahlsteen, E. (2021). SSR markers distinguish critically endangered Acer campestre populations from cryptic invading gene pools. Willdenowia 51(1), 115–125.  https://doi.org/10.3372/wi.51.51109
Ellis, W.N. (2024). Plant Parasites of Europe. Leafminers, galls and fungi. Plantparasieten van Europa. Bladmineerders, gallen en schimmels. https://bladmineerders.nl/
Westphal, E. & Manson, D.C.M. (1996). 1.4.6 Feeding effects on host plants: Gall formation and other distortions. I: Lundquist, E.E., Sabelis, M.J. & Bruin, J. (red.) Eriophyoid Mites - Their Biology, Natural Enemies and Control  (World Crop Pests 6). Elsevier Science. 231–242. https://doi.org/10.1016/S1572-4379(96)80014-5
Coulianos, C.-C. & Karlsson, T. (2014). Några för Sverige nya gallbildningar samt nya landskapsfynd. Svensk Botanisk Tidskrift 108(6), 297–301.  http://www.diva-portal.org/smash/get/diva2:1203141/FULLTEXT01.pdf
Bragard, C., Caciagli, P., Lemaire, O., Lopez-Moya, J.J., Macfarlane, S., Peters, D., Susi, P. & Torrance, L. (2013). Status and Prospects of Plant Virus Control Through Interference with Vector Transmission. Annual Review of Phytopathology 51(1), 177–201.  https://doi.org/10.1146/annurev-phyto-082712-102346"
Kärlväxter,223314,Acer negundo,L.,asklönn,Främmande art,,PH,"4A,1","Asklönn är ett litet och varierande träd med lite ekonomiskt värde som är hemma i stora delar av Nordamerika.
","Asklönn har en hög spridningspotential, och kommer troligen att spridas mer vid ett gynnsammare klimat.","Den har planterats i stor utsträckning i icke-inhemska delar av Nordamerika, Europa och Asien, där den nu förökar sig fritt och sprider sig, invaderar bland annat strandområden. I de tempererade delarna av södra halvklotet är spridningen av A. negundo mer begränsad. Även om denna pionjärart är invasiv i stora delar av sitt introducerade utbredningsområde, är de faktiska effekterna inte stora. Denna art har inga viktiga negativa effekter på mänskliga aktiviteter. I naturliga miljöer blir arten en viktig beståndsdel av vegetationen på flodstränderna och ökar igenslamningen.",yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]
CABI (2024). CABI Compendium. Wallingford, UK: CAB International. - Invasive Species. https://www.cabidigitallibrary.org/product/QI  [2024-04-08]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]"
Kärlväxter,223316,Acer pseudoplatanus,L.,tysklönn,Främmande art,"Tysklönnens naturliga utbredning omfattar centrala, östra och södra Europa. I södra Europa förekommer arten endast i montan och subalpin zon. Artens naturliga nordgräns går i södra Danmark. Arten förekommer även i Kaukasus.",SE,"4AB,3D","Tysklönn är ett europeiskt trädslag som introducerades till Sverige runt 1770, men är inte känd från svensk natur förrän runt mitten av 1800-talet. Arten odlas i stor utsträckning i trädgårdar, parker och urbana miljöer. På senare tid även i skogsplanteringar. Den har spridit sig ut i naturmiljö och är nu ett mer eller mindre stående inslag i blandskog i vissa delar av södra Sverige. Arten är känslig för bete, vilket troligen har stoppat arten att etablera sig i större delen av Danmark historiskt. Ett minskat utmarksbete samt ökningen av igenväxande mark i större delen av landet t.ex. av ängs och betesmarker har gynnat arten.","Med ett varmare klimat bör arten kunna sprida sig norrut längs norrlandskusten men den verkar redan nu vara härdig långt norrut. I vårt grannland finns den upp till Nordnorge. Arten kommer troligen att gynnas av en längre växtsäsong. Studier har visat att det kommer finnas ett för arten lämpligt klimat (avseende temperatur och nederbörd) i hela landet utom Lappland och fjällkedjan. Tysklönnens utbredning förutspås istället begränsas av jordart. Bäst trivs den på lerig mark vilket främst finns i Skåne, Mellansvenska sänkan och på några få platser vid flodmynningarna längs Norrlandskusten.","Tysklönn utgör redan idag ett stort inslag i framför allt Skånes bördiga skogsområden. Där har arten i stor utsträckning ersatt alm efter almsjukan sägs konkurrera med andra trädslag även om inga studier har dock visat det. Arten är känslig för tätare trädskikt av mer högvuxna trädarter som ask och bok och kan hållas tillbaka eller helt försvinna i äldre skogsbestånd. I Norge ser man ibland beståndsbildanade tysklönn men då är det, enligt Artdatabanken i Norge, oftast med en historia av igenväxande öppna biotoper. I studier i Norge har det visat sig att tysklönn där inte klarar sig på sikt i uppvuxen skog. Mykorrhiza-bildande svampar påverkas inte av arten då varken tysklönn eller de trädarter som i första hand ersätts är mykorrhiza-värdar. Tidigare har kunskapen om följearter på tysklönn varit låg och därför har listan för vilka arter som kan utnyttja arten varit kort jämfört med många andra trädarter i Sverige. Den största effekten kanske är att den kan påskynda igenväxning av öppna marker om inte andra snabbväxande trädarter som t ex asp är närvarande. Arten blir reproduktiv redan efter ca 15 år så träden kan relativt snabbt kolonisera och börja reproducera sig i ett område.",yes,unknown,Arten kommer gynnas av ett mildare klimat.,Terrester,"CABI (2024). CABI Compendium. Wallingford, UK: CAB International. - Invasive Species. https://www.cabidigitallibrary.org/product/QI  [2024-04-08]
Anderberg, A. & Anderberg, A.-L. (2017). Den virtuella floran. http://linnaeus.nrm.se/flora/welcome.html
Mårtensson, A. (2019).  Tysklönnen, en del av lösningen? -systematisk litteraturgenomgång av tysklönnens positiva och negativa egenskaper i ett förändrat klimat. [Examensarbete]. Malmö: Malmö universitet, Fakulteten för kultur och samhälle. https://www.diva-portal.org/smash/get/diva2:1483155/FULLTEXT01.pdf
Åsegård, E. & Nordén, B. (2023). Ett försvarstal för den förkättrade tysklönnen. Svensk Botanisk Tidskrift 117(1), 52–58.  https://svenskbotanik.se/wp-content/uploads/2024/05/2023-1-1597-asegard.pdf
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-08-26]
SKUD (2023). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2023-11-06]"
Kärlväxter,6011332,Acer rufinerve,Sieb. & Zucc.,rostlönn,,Ursprung: Japan.,LO,"3A,1",Rostlönn är ett litet till medelstort träd från Japan.,"Rostlönn bedöms ha en viss invasionspotential som huvudsakligen grundas i att arten har en lång livstid. Vid ett varmare klimat skulle arten kunna spridas med frö från odlade förekomster, men då arten är så pass sällsynt i odling lär detta inte ske i någon större skala inom bedömningsperioden på 50 år.","Rostlönn förväntas inte ha någon ekologisk effekt i svensk natur inom bedömningsperioden på 50 år. I Belgien är arten dock känd för att ha en snabb expansionstakt, så vid ett varmare klimat i framtiden skulle arten kunna spridas även i Sverige om den ökar i handeln.",yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]
CABI (2024). CABI Compendium. Wallingford, UK: CAB International. - Invasive Species. https://www.cabidigitallibrary.org/product/QI  [2024-04-08]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]
Artsdatabanken (2023). Fremmede arter i Norge - med økologisk risiko 2023. (2023, 11. august).  http://www.artsdatabanken.no/lister/fremmedartslista/2023"
Kärlväxter,223317,Acer saccharinum,L.,silverlönn,Dörrknackare,,LO,"2A,1","Silverlönn är ett träd från Nordamerika. Ofta planterad i parker, kvarstående och på tippar.","Arten har en viss spridningspotential, och kommer troligen att sprida sig om den får tillfälle vid ett mildare klimat.",Ingen känd effekt på biologisk mångfald.,yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]"
Kärlväxter,6331110,Acer shirasawanum,Koidz.,shirasawalönn,Främmande art,,LO,"2A,1","Lönn från Japan, insektspollinerad och vindspridda frön (lönnäsor)","Arten producerar många fröplantor och troligen kan dessa redan nu överleva till reproduktiv ålder i gynnsamma lägen, och med varmare klimat så ökar möjligheterna till spridning även om spridningskällorna är få.",Arten har ingen känd effekt på svensk biologisk mångfald.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-10-21]"
Kärlväxter,223318,Acer spicatum,Lam.,axlönn,Främmande art,,LO,"3A,1","Mindre träd, sällan planterat. Sätter rikligt med fröplantor.","Arten har en viss spridningspotential, och kommer troligen att sprida sig om den får tillfälle.",Ingen känd effekt på biologisk mångfald.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-19]"
Kärlväxter,225178,Acer tataricum subsp. ginnala,(Maxim.) Wesm.,ginnalalönn,Främmande art,,PH,"4A,1",Ginnalalönn är ett litet träd eller buske med ursprung i Asien. Arten planteras i trädgårdar och parker för sina vackra höstfärger.,Arten har förmåga till självspridning även om det mesta av den utbredning som syns i Sverige beror på lokal spridning från planterade individ.,Arten har möjligen viss effekt som förändring av vegetationssammansättningen.,unknown,unknown,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-08-26]
SLU Artdatabanken (2024). Artportalen. https://artportalen.se  [2024-08-19]"
Kärlväxter,225179,Acer tataricum subsp. tataricum,,rysk lönn,Främmande art,,PH,"4A,1","Rysk lönn som är ett litet träd är planterad som prydnadsträd vilket stundom förökar sig med fröplantor. Det kan det ofta vara svårt att skilja planterade och kvarstående exemplar från förvildade.
","rysk lönn har en hög spridningspotential, och kommer troligen att spridas mer vid ett gynnsammare klimat.",Ingen känd effekt på biologisk mångfald.,yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-26]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org/  [2024-08-01]"
Spindeldjur,218570,Achaearanea tepidariorum,"(C. L. Koch, 1841)",,Dörrknackare,,LO,"2A,1","Parasteatoda tepidariorum är en ursprunglig subtropisk-tropisk asiatisk art (Nentwig m.fl. 2024) som har etablerats synantropt i varmare klimatzoner och i växthusmiljöer världen runt (Nentwig 2015). Arten är relativt stor och en effektiv generalistisk predator. I Europa har den etablerats utomhus framför allt i Medelhavsområdet, där det finns anledning till oro om artens effekt på populationer av småkryp och mindre kräldjur (Blasco-Aróstegui & Calatayud-Mascarell 2023). Arten har etablerats i varma växthusmiljöer även i norra Europa, där den har funnits sedan länge (Finska uppgifter från 1800-talet) och sprids genom mänsklig transport av tropiska växter.","Arten har i dagsläget ingen stor invasionspotential då arten kräver värme och dess förekomst är begränsad till varma växthusmiljöer. Arten är dock vanligt förekommande i växthusmiljöer, och tillfälliga introduktioner till utomhusmiljöer sker förmodligen ganska ofta. Under pågående klimatförändring kan spridning och etablering utomhus bli aktuellt i vissa delar av landet.","Arten har i dagsläget ingen ekologisk effekt då arten bara förekommer i inomhusmiljöer. Om spridning och etablering utomhus blir aktuellt under pågående klimatförändring, så kommer arten att påverka populationer av bytesdjur (predation) och befintliga spindelsamhällen (kompetition), men framför allt i utpräglat synantropa miljöer. Det är relativt osannolikt att arten kommer att etableras i opåverkade naturliga miljöer.",yes,yes,,Terrester,"Nentwig, W., Blick, T., Bosmans, R., Gloor, D., Hänggi, A. & Kropf, C. (2024). Spinnen Europas.  https://doi.org/10.24436/1 [2024-10-14]
Nentwig, W. (2015). Introduction, establishment rate, pathways and impact of spiders alien to Europe. Biological invasions 17(9), 2757–2778.  https://doi.org/10.1007/s10530-015-0912-5
Blasco-Aróstegui, J. & Calatayud-Mascarell, A. (2023). All you can eat: autochthonous vertebrate and invertebrate predation by the alien spider Parasteatoda tepidariorum (C.L. Koch, 1841) (Araneae: Theridiidae) in two anthropogenic habitats of Italy. Graellsia 79, e193."
Kärlväxter,219899,Achillea crithmifolia,Waldst. & Kit.,kamröllika,Främmande art,"Ursprung sydöstra och centrala Europa, Balkan och Karpaterna
Arten är ursprunglig i Albanien, Bosnien, Herzegovina, Bulgarien, Kroatien, Grekland, Ungern, Makedonien, forna Jugoslavien, Rumänien, Serbien, Slovakien och Turkiet",LO,"2A,1","Kamröllika är en flerårig ört som härstammar från södra och västra Europa, Tyskland närmast.","Kamröllika bedöms ha låg invasionspotential, den har inte uppvisat några tendenser till spontan spridning i landet. Kamröllika är minskande i det naturliga utbredningsområdet.",Kamröllika har ingen känd eller förväntad ekologisk effekt på svensk natur.,unknown,unknown,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-16]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-09-16]
Rydberg, H. & Wanntorp, H.-E. (2001). Sörmlands Flora. Stockholm: Botaniska Sällskapet i Stockholm.
SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
Edqvist, M. & Karlsson, T. (2007). Smålands flora. Uppsala: SBT-förlaget.
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-09-16]"
Kärlväxter,219902,Achillea filipendulina,Lam.,praktröllika,Främmande art,,PH,"4A,1","Praktröllika är upp till meterhög, har grågröna, grovflikiga blad och täta gula korgsamlingar. Den kommer från centrala och sydvästra Asien och odlas som prydnadsväxt. I Oskarshamn (se nedan) har den naturaliserats i ädellövskog och uppträdde 2005 i många hundra exemplar (även ungplantor) spridda inom ett par tusen kvadratmeter (Edqvist och Karlsson 2007).",Praktröllika sprider sig med frön men framförallt med rotskott och bildar täta bestånd.,Arten konkurrerar med andra arter i om plats.,yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-26]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-08-26]
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-08-26]"
Kärlväxter,223627,Achillea millefolium subsp. lanulosa,(Nutt.) Piper,plymröllika,Dörrknackare,,LO,"1,2H","Plymröllika är en underart till röllika, som är något mer storväxt och borealt anpassad.","Underarten har en låg spridningspotential, och möjligheterna att den kommer att etablera sig är små.",Plymröllikans ekologiska effekt är främst möjlig hybridisering med vanlig röllika.,no,no,,Terrester,
Kärlväxter,219907,Achillea nobilis,L.,ängsröllika,Främmande art,Centrala och södra Europa samt Iran,LO,"3A,1",Ängsröllika är en flerårig ört som härstammar från Eurasien.,I dagsläget är förekomsterna i odling enstaka och det finns inga tendenser till spridning. För att arten ska kunna få fäste krävs att människan importerar arten till odling. Om så skedde skulle ängsröllika potentiellt kunna få fäste i landet vid ett varmare klimat.,Ängsröllika bildar täta marktäckande bestånd som kan tränga undan inhemska arter.,unknown,unknown,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se/  [2024-08-26]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-08-26]
Tyler, T., Johansson, H., Olsson, K.-A. & Sonesson, M. (2007). Floran i Skåne. Arterna och deras utbredning. Lund: Lunds botaniska förening.
SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
Hylander, N. (1970). Prima  loca  plantarum  vascularium  Sueciae. Första litteraturuppgift för Sveriges vildväxande kärlväxter jämte uppgifter om första svenska fynd. Förvildade eller i senare tid inkomna växter. Svensk Botanisk Tidskrift 64(Supplement), 1–332."
Kärlväxter,222769,Aconogonon alpinum,(All.) Schur,alpslide,Främmande art,"Bergstrakter i S, SC och Ö Europa samt SV, C och Ö Asien",SE,"4A,3F","Alpslide är en härdig, storväxt, flerårig ört som härstammar från bergiga trakter i södra Europa och Asien.",Alpslide bedöms ha en relativt hög invasionspotential. Arten förekommer i dag endast enstaka i naturliga miljöer men bedöms spridas dit i större omfattning under de närmaste 50 åren. Arten kan överleva långt norrut och i många olika miljöer.,Arten bedöms kunna ha en viss ekologisk effekt genom att konkurrera med andra arter på växtplatsen. För närvarande växer arten främst i mänskligt påverkade miljöer och det är ännu ej känt hur den kan påverka inhemska arter i naturmiljö.,yes,yes,,Terrester,"Jonsell, B. (red.) (2000). Flora Nordica 1. Lycopodiaceae – Polygonaceae. Stockholm: The Bergius Foundation.
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
SKUD (2023). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2023-11-06]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-08-26]"
